product_id,product_name,aisle_id,department_id,aisle,department,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,49629,11119,prior,18,1,14,30.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,317888,11186,prior,13,5,16,2.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,682486,11243,prior,16,3,13,0.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2861386,11448,prior,10,2,15,3.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1706257,11448,prior,13,0,13,30.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,787849,11448,prior,15,6,14,14.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2243857,11448,prior,17,0,16,15.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2485725,11448,prior,18,0,16,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,97398,11448,prior,20,2,10,25.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1829040,11934,prior,2,5,9,10.0,26,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3327927,11934,prior,19,4,16,14.0,13,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2960627,12060,prior,12,2,10,11.0,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2076862,12060,prior,17,1,13,10.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2616185,12455,prior,2,6,10,30.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,446769,12470,prior,64,1,13,7.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,850951,12470,prior,68,1,11,6.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,490745,12522,prior,8,0,12,30.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1173776,12640,prior,20,6,6,13.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3243104,12892,prior,16,1,12,2.0,17,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2742278,13078,prior,2,1,16,30.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,403575,13141,prior,9,2,17,6.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2804389,13141,prior,11,0,8,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,281780,13141,prior,12,3,21,10.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2843672,13141,prior,15,0,19,4.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1997162,13141,prior,16,0,23,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,399168,13141,prior,27,0,16,6.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2643691,13141,prior,30,6,18,12.0,8,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2091770,13141,prior,31,3,15,18.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,773563,13336,prior,4,1,9,13.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1679949,13814,prior,9,1,11,11.0,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,636330,13814,prior,10,1,1,14.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1095952,14179,prior,23,3,11,4.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2369491,14319,prior,14,2,10,7.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,812082,14395,prior,9,1,9,30.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1580355,14395,prior,10,2,15,22.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2662993,14395,prior,11,1,10,27.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1823554,14422,prior,8,5,23,12.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1211209,14748,prior,5,4,14,23.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,397491,14806,prior,17,2,12,22.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1544664,14910,prior,54,1,9,12.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2225825,14910,prior,55,5,9,4.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1830804,14910,prior,56,4,12,6.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3206006,15172,prior,6,5,11,10.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3128133,15175,prior,15,5,11,7.0,14,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1253433,15175,prior,17,5,16,7.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1377662,15175,prior,20,5,10,9.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1595173,15175,prior,30,5,10,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2673793,15175,prior,33,1,7,7.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1356022,15175,prior,34,2,17,8.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,308270,15175,prior,39,5,10,7.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1240340,15175,prior,41,5,10,7.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3267357,15175,prior,44,5,14,7.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,929508,15175,prior,48,5,14,7.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1173455,15182,prior,16,4,15,3.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2402639,15182,prior,18,2,0,2.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2529571,15182,prior,22,4,19,1.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1289166,15182,prior,23,0,17,3.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,153011,15182,prior,24,1,19,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2708758,15182,prior,27,0,21,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3402891,15182,prior,28,2,14,2.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2932279,15182,prior,31,6,22,0.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1655691,15182,prior,33,4,11,2.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,607046,15182,prior,34,4,12,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1358938,15182,prior,37,0,14,4.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,347331,15182,prior,39,2,22,1.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,475689,15182,prior,40,4,13,2.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1797325,15182,prior,41,5,14,1.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3062483,15182,prior,43,6,21,0.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2673749,15182,prior,53,0,18,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1469020,15182,prior,55,4,10,3.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2377402,15182,prior,56,4,12,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1144688,15182,prior,58,6,19,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,979189,15182,prior,59,0,17,1.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3074386,15182,prior,60,2,22,2.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3349040,15182,prior,64,6,17,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2284886,15182,prior,65,3,14,4.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2805285,15182,prior,67,5,12,2.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2300964,15182,prior,68,0,18,2.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1119803,15182,prior,70,1,13,0.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,812392,15182,prior,71,4,13,3.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3045915,15182,prior,73,1,11,3.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1190994,15182,prior,74,1,13,0.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2955944,15182,prior,75,5,11,4.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,606271,15182,prior,76,6,13,1.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,479413,15182,prior,77,2,14,3.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1348378,15377,prior,1,1,10,,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2802468,15954,prior,3,4,15,11.0,12,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3342169,15989,prior,30,6,10,8.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,623087,16025,prior,4,4,17,7.0,21,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,481724,16025,prior,5,4,15,14.0,11,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3039863,16025,prior,6,4,13,7.0,11,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2796179,16025,prior,7,4,12,30.0,17,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3000725,16025,prior,11,4,14,7.0,20,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,77436,16057,prior,2,2,12,1.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2141023,16057,prior,4,4,12,3.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,685663,16057,prior,6,3,16,8.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,627353,17455,prior,4,3,13,6.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3273236,17512,prior,5,3,18,13.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1070945,17556,prior,19,4,17,27.0,7,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1232165,17671,prior,24,4,9,0.0,4,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2691777,17996,prior,2,3,7,16.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2953365,17996,prior,4,6,13,30.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,333947,18586,prior,2,4,10,2.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,906290,18586,prior,11,2,8,30.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,475785,18631,prior,56,5,10,4.0,12,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1956563,18852,prior,9,5,14,6.0,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2115722,18852,prior,19,5,12,7.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1998294,18852,prior,30,5,13,2.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2405450,19238,prior,9,4,16,26.0,13,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2811425,19257,prior,1,4,11,,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2803830,19564,prior,4,1,14,5.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2347613,19564,prior,6,0,13,30.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2393647,19649,prior,2,1,21,7.0,9,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3301579,20535,prior,20,1,15,6.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3353508,20687,prior,41,3,11,2.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1155000,21054,prior,1,5,17,,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,322847,21054,prior,2,5,14,30.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,52768,21054,prior,3,1,10,30.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2286941,21219,prior,41,4,12,3.0,10,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2730676,21285,prior,2,0,15,10.0,3,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3311609,21535,prior,13,4,16,23.0,11,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2641319,21876,prior,2,4,10,30.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2549920,21876,prior,4,5,11,30.0,9,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,559186,22032,prior,12,4,17,9.0,2,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,324219,22032,prior,13,3,16,6.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1745095,22032,prior,15,4,0,7.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,770280,22032,prior,16,3,14,6.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2027862,22032,prior,17,4,11,15.0,2,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2763333,22032,prior,20,4,22,1.0,6,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1484430,22032,prior,22,3,11,7.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,38944,22561,prior,4,6,21,23.0,6,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1025106,22667,prior,6,6,9,2.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,629190,22667,prior,38,5,18,0.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1177703,22667,prior,41,3,13,2.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2338457,22793,prior,2,1,12,14.0,5,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,802417,22793,prior,4,4,11,10.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,658365,22793,prior,6,1,14,18.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,409588,22793,prior,7,4,16,10.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,541414,22793,prior,8,1,10,18.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1061277,22793,prior,10,1,13,18.0,5,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1707329,22793,prior,11,1,10,14.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2375917,22793,prior,14,1,10,18.0,3,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2899646,22793,prior,16,1,9,20.0,1,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3305464,22793,prior,18,1,13,14.0,4,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1641840,23078,prior,20,2,6,6.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2399327,23171,prior,2,4,9,8.0,1,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,172436,23234,prior,4,4,15,30.0,8,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,76226,23234,prior,10,4,11,17.0,7,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,416267,23234,prior,12,5,13,10.0,9,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,2470823,23234,prior,14,1,10,30.0,11,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,87625,23513,prior,5,0,19,19.0,14,0
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,1354932,23513,prior,7,0,16,8.0,17,1
1,Chocolate Sandwich Cookies,61,19,cookies cakes,snacks,3218916,23513,prior,9,0,16,30.0,10,1
